name,wealth
ELINEAR INC,-100.29
CENTENNIAL TECHNOLOGIES INC,-100.30
ADDVANTAGE TECHNOLOGIES GRP INC,-100.30
CAREDX INC,-100.30
M A G SILVER CORP,-100.30
CORAL GOLD CORP,-100.32
CHINA SHENGDA PACKAGING GRP INC,-100.33
CHINA COMMERCIAL CREDIT INC,-100.33
CHALLENGER ENERGY CORP,-100.33
O CHARLEYS INC,-100.35
FORCEFIELD ENERGY INC,-100.35
OLD AMERICA STORES INC,-100.42
XAVIER CORP,-100.45
ORMAND INDUSTRIES INC,-100.49
RESIDEX CORP,-100.49
NORTHEAST BANCORP INC,-100.53
PORTOLA PHARMACEUTICALS INC,-100.54
LUCAS ENERGY INC,-100.63
INVESTORS FUNDING CORP NY,-100.64
CHINATEK INC,-100.67
SERVOTRONICS INC,-100.71
STONEPATH GROUP INC,-100.72
UNIVERSAL STANDARD HEALTHCARE,-100.72
AMERICAN MEDIA INC,-100.74
CITIZENS FIRST BANCORP INC,-100.75
SHINER INTERNATIONAL INC,-100.79
UNIVERSAL CONTAINER CORP,-100.80
AMERICAN HEALTHCHOICE INC,-100.81
IMAGING TECHNOLOGIES CORP,-100.81
MEDITECH PHARMACEUTICALS INC,-100.82
P C SERVICE SOURCE INC,-100.84
BALDWIN PIANO & ORGAN CO,-100.85
AMERICAN WAGERING INC,-100.85
GRILL CONCEPTS INC,-100.89
3NET SYSTEMS INC,-100.92
APPLIANCE RECYCLING CTRS AMR INC,-100.94
INTERNATIONAL MANAGEMENT & RS CP,-100.94
B P O MANAGEMENT SERVICES INC,-100.95
SYSOREX GLOBAL,-100.99
ECONO THERM ENERGY SYS CORP,-101.01
INTERNATIONAL MICROCOMP SOFTW IN,-101.02
HUMMINGBIRD LTD,-101.03
SILVERSTAR HOLDINGS LTD,-101.05
SAFETY COMPONENTS INTL INC,-101.07
E A C INDUSTRIES INC,-101.10
PROFIRE ENERGY INC,-101.12
ESGRO INC,-101.13
L M I AEROSPACE INC,-101.17
IKOS SYSTEMS INC,-101.20
AMERICAN RICE INC,-101.23
EQUIVEST FINANCE INC,-101.25
HEALTHMATE INC,-101.26
C C A COMPANIES INC,-101.27
LOUISIANA & SOUTHERN LIFE INS CO,-101.28
CRYOCOR INC,-101.28
FARREL CORP,-101.31
PERRY DRUG STORES INC,-101.33
SYKES ENTERPRISES INC,-101.35
U I P CORP,-101.36
BEEHIVE INTERNATIONAL,-101.36
INTERSPEC INC,-101.37
CLARK HOLDINGS INC,-101.37
COBB RESOURCES CORP,-101.43
CENTURY LABORATORIES INC,-101.48
POPEIL BROTHERS INC,-101.49
MEDSERCO INC,-101.50
C U E INDUSTRIES INC,-101.51
AVIATION GENERAL INC,-101.56
CERMETEK MICROELECTRONICS INC,-101.58
WESTERN CANADA BEVERAGE CORP,-101.60
SCHOOL PICTURES INC NEW,-101.60
COBRA ELECTRONICS CORP,-101.63
HOMEOWNERS GROUP INC,-101.66
UNITED RESOURCES INC,-101.66
ZYTREX CORP,-101.69
PEREGRINE SEMICONDUCTOR CORP,-101.71
FLAKEY JAKES INC,-101.72
TELESCIENCES INC DEL,-101.75
HEALTHCARE INTERNATIONAL INC,-101.75
CINDYS INC,-101.78
BRIDGESTREET ACCOMMODATIONS INC,-101.80
INFOLOGIX INC,-101.81
B2BSTORES COM INC,-101.81
QADRANT CORP,-101.82
KINGSTON SYSTEMS INC,-101.83
RANKIN AUTOMOTIVE GROUP,-101.88
SPORT SUPPLY GROUP INC,-101.89
COLOROCS CORP,-101.89
STEELMET INC,-101.92
TEAM COMMUNICATIONS GROUP INC,-101.97
EAGLE POINT SOFTWARE CORP,-101.98
D & E COMMUNICATIONS INC,-102.04
TENNECO OFFSHORE,-102.05
202 DATA SYS INC,-102.07
CARDIODYNAMICS INC,-102.08
T NETIX INC,-102.14
PAIN SUPPRESSION LABS INC,-102.20
D H J INDUSTRIES INC,-102.23
SHOE PAVILLION INC,-102.23
C T N MEDIA GROUP INC,-102.25
CANAL CAPITAL CORP,-102.26
CHAD THERAPEUTICS INC,-102.36
R M G NETWORKS HOLDING CORP,-102.39
PYRO MAGNETICS CORP,-102.40
GERBER CHILDRENSWEAR INC,-102.41
FIRST DATA MGMT CO INC,-102.45
LEASING SOLUTIONS INC,-102.46
CELLCOM CORP,-102.51
CASTLE A M & CO,-102.56
BLUESKY OIL & GAS LTD,-102.63
B T K INDUSTRIES INC,-102.69
NATIONAL MEDPLEX CORP,-102.74
CAMPO ELECTRONICS APP & COMP INC,-102.78
CRAY INC,-102.80
COMMUNICATIONS CORP AMER,-102.81
SHOPNET COM INC,-102.84
CONNING CORP,-102.85
NORTHEASTERN MORTGAGE INC,-102.86
CAPITAL GAMING INTL INC,-102.89
UNISON HEALTHCARE CORP,-102.90
BROOKTREE CORP,-102.90
CHINA H G S REAL ESTATE INC,-102.92
ELIZABETH ARDEN INC,-102.95
SOLITARIO EXPLOR & ROYALTY CORP,-103.02
PHOTOELECTRON CORP,-103.06
THOMAS PROPERTIES GROUP INC,-103.07
CYBERGOLD INC,-103.09
MAGNUM SPORTS & ENTMNT INC,-103.15
ULEN & CO,-103.16
A Z C O MINING INC,-103.18
SYSTEM INTEGRATORS INC,-103.19
DOWNE COMMUNICATIONS INC,-103.29
AEROGROW INTERNATIONAL INC,-103.32
VANDERBILT GOLD CORP,-103.34
NAUGLES INC,-103.37
DIAGNOSTIC HEALTH SERVICES INC,-103.40
UNIMARK GROUP INC,-103.40
ELLOMAY CAPITAL LTD,-103.43
ACELRX PHARMACEUTICALS INC,-103.44
R W TECHNOLOGY INC,-103.45
CATALINA LIGHTING INC,-103.48
ENCORIUM GROUP INC,-103.50
VIDEO NETWORK COMMUNICATIONS INC,-103.52
KENTUCKY CENTRAL LIFE INS CO,-103.61
REPUBLIC RESOURCES CORP,-103.65
CHANCELLOR CORP MASS,-103.71
EURASIAN MINERALS INC,-103.74
DUSA PHARMACEUTICALS INC,-103.76
PACKAGING RESEARCH CORP,-103.78
TRILOGY METALS INC,-103.80
AUTOINFO INC,-103.81
CARMIKE CINEMAS INC,-103.84
SAF T LOK INC NEW,-103.89
CHINA SHENGHUO PHARMA HLDGS INC,-103.89
KASPER A S L LTD,-103.91
TROVAGENE INC,-103.92
EASTLAND FINANCIAL CORP,-103.93
AEGIS INDUSTRIES INC,-104.01
CONRAD INDUSTRIES INC,-104.03
PATHFINDER PETROLEUM CORP,-104.12
TRAVEL EQUIPMENT CORP,-104.16
MID AMERICA  INDS INC,-104.17
COTTON VALLEY RESOURCES CORP,-104.19
MERCHANTS CAPITAL CORP,-104.24
N S A INTERNATIONAL INC,-104.26
PICO PRODUCTS INC,-104.28
AIRTRAN HOLDINGS INC,-104.29
EVOLUTION TECHNOLOGIES,-104.31
GOLD KING CONSOLIDATED INC,-104.35
MACGREGOR SPORTING GOODS INC,-104.43
MATLACK SYSTEMS INC,-104.47
HEALTHY PLANET PRODUCTS INC,-104.49
DAVIS WATER & WASTE INDS INC,-104.52
COLEMAN AMERICAN COMPANIES INC,-104.52
AUTOBOND ACCEPTANCE CORP,-104.53
NETRADIO CORP,-104.53
SISKON GOLD CORP,-104.54
F S C CORP,-104.56
OWOSSO CORP,-104.66
MARCHANT CALCULATORS INC,-104.68
LILLIAN VERNON CORP,-104.68
CASPEN OIL INC,-104.76
PETROMARK RESOURCES CO,-104.84
SEEBURG CORP NEW,-104.84
APPALACHIAN BANCSHARES INC,-104.87
FIRST NEW YORK BANK FOR BUSINESS,-104.87
A G ASSOCIATES INC,-104.87
RUBIOS RESTAURANTS INC,-104.96
GENERAL ENERGY RES & TECH CORP,-104.97
HAMMER COMPUTER SYS INC,-104.99
APPLIED DATA COMMUNICATIONS,-105.00
WILLIAMS R C & CO,-105.08
VAN SCHAACK & CO,-105.08
SCORPION TECHNOLOGIES INC,-105.14
GLOBAL SPILL MANAGEMENT INC,-105.15
LARIZZA INDUSTRIES INC,-105.16
RESDEL INDUSTRIES,-105.17
CROWN LABORATORIES INC,-105.20
CANMAX INC,-105.31
PITTSBURGH TERM COAL CORP,-105.33
NEMATRON CORP,-105.34
DENNING MOBILE ROBOTICS INC,-105.37
LANDRYS RESTAURANTS INC,-105.46
FIRST SAVINGS & LOAN SHARES INC,-105.46
HARRIER INC,-105.49
COMPUTERCRAFT INC DE,-105.55
DORSEY TRAILERS INC,-105.58
CAPITAL SENIOR LIVING CORP,-105.60
VINCAM GROUP INC,-105.73
DELTA CORP AMER,-105.77
RESTORE MEDICAL INC,-105.77
APPLIED IMAGING CORP,-105.80
PATIENT INFOSYSTEMS INC,-105.81
INNERDYNE INC,-105.82
PIKE CORP,-105.82
FATE THERAPEUTICS INC,-105.82
APPLIED MICROSYSTEMS CORP,-105.98
B P I SYSTEMS INC,-105.99
TOCOM INC,-106.00
EXOGEN INC,-106.14
SENSORY SCIENCE CORP,-106.14
E I S INTERNATIONAL INC,-106.21
EVERYDAY HEALTH INC,-106.23
PHOENIX RESTAURANT GROUP INC,-106.24
FLAME INDUSTRIES INC,-106.31
RAINIER PACIFIC FINL GROUP INC,-106.36
NATIONAL R V HOLDINGS INC,-106.44
NEPHROGENEX INC,-106.44
CHARGIT INC,-106.51
WESTERN LIBERTY BANCORP,-106.53
STUARTS DEPARTMENT STORES INC,-106.56
HEAD SKI CO,-106.57
FRANKLIN CREDIT MGMT CORP,-106.60
GOLD STANDARD INC,-106.62
SHEFFIELD PHARMACEUTICALS INC,-106.63
AMERICAN COUNTRY HOLDINGS INC NE,-106.64
NORFOLK SOUTHN RR CO,-106.70
HAPPINESS EXPRESS INC,-106.71
ORCHARD ENTERPRISES INC,-106.72
DEL TACO RESTAURANTS INC,-106.73
BELL PETROLEUM SERVICES INC,-106.74
ZYNAXIS INC,-106.75
BIONX IMPLANTS INC,-106.76
DOMAIN ENERGY CORP,-106.80
MEDICAL DEPOT INC,-106.85
CONSILIUM INC,-106.90
MEADOWBROOK INSURANCE GROUP INC,-106.91
PIERRE FOODS INC,-106.92
CLEANTECH SOLUTIONS INTL INC,-106.96
MERIDIAN DATA INC,-106.97
E X X INC,-106.97
AMERICAN WATER STAR INC,-106.99
1 POTATO 2 INC,-107.00
CASCADE BANCORP,-107.01
HALYARD HEALTH INC,-107.04
AMERICAN SHIP & COMM CORP,-107.09
LUDLUM STEEL CO,-107.09
M P M TECHNOLOGIES INC,-107.16
UNIT INSTRUMENTS INC,-107.20
OCCUPATIONAL HEALTH & REHAB INC,-107.24
ZYNERBA PHARMACEUTICALS INC,-107.24
VANSTAR CORP,-107.28
D F CHINA TECHNOLOGY INC,-107.30
JAVELIN PHARMACEUTICALS INC,-107.31
SILVER KING COALITION MINES CO,-107.31
W G N B CORP,-107.33
MISSION CRITICAL SOFTWARE INC,-107.35
APOLLO ENDOSURGERY INC,-107.36
KELLEY OIL CORPORATION,-107.43
EN POINTE TECHNOLOGIES INC,-107.51
KRAUSES FURNITURE INC,-107.51
INTEVAC INC,-107.55
ZENITH AMERICAN CORP,-107.57
ENERGY FACTORS INC,-107.64
SANTA FE PACIFIC GOLD CORP,-107.64
FEMRX INC,-107.68
ASPEON INC,-107.69
ETS HOKIN CORP,-107.69
IMPERIAL INDUSTRIES INC,-107.74
GENERAL BUILDING PRODS CORP,-107.75
VERSAR INC,-107.76
ANADYS PHARMACEUTICALS INC,-107.77
GREAT BASIN SCIENTIFIC INC,-107.83
VERMONT TEDDY BEAR COMPANY THE,-107.85
SUNRISE SAVINGS & LOAN ASSN FL,-107.87
COMBANKS CORP,-107.89
SCORE BOARD INC,-107.90
SYNCOR INTERNATIONAL CORP,-107.92
CYBERDEFENDER CORP,-107.94
TRECORA RESOURCES,-107.98
WELLSTEAD INDUSTRIES INC,-108.03
NATIONAL AUTO FINANCE INC,-108.04
LATROBE STEEL CO,-108.09
BIOBLAST PHARMA LTD,-108.14
KINGS ROAD ENTERTAINMENT INC,-108.18
WESTBRIDGE CAPITAL CORP,-108.24
APPLIED GENETIC TECHNOLOGIES COR,-108.30
S C O R US CORP,-108.33
COMMUNITY HEALTH COMPUTING CORP,-108.35
COMSTOCK GROUP INC,-108.35
NATIONAL GOLD DISTRIBUTERS LTD,-108.35
COLD METAL PRODUCTS INC,-108.35
VIZACOM INC,-108.36
H L H PETROLEUM CORP,-108.39
EMCON,-108.40
ZYMETX CORP,-108.54
K C A P FINANCIAL INC,-108.58
F A F C O INC,-108.63
V T N CORP,-108.66
JACOBSON STORES INC,-108.69
PATHE FILM CORP,-108.73
AMFESCO INDUSTRIES INC,-108.75
O2DIESEL CORP,-108.78
AMBASSADORS INTERNATIONAL INC,-108.82
AMERICAN BIO MEDICA CORP,-108.85
COMMAND SYSTEMS INC,-108.90
FACTORY CARD & PARTY OUTLET CORP,-108.90
MEADE INSTRUMENTS CORP,-108.96
PIEDMONT INDUSTRIES INC,-108.98
GIDDINGS & LEWIS INC,-109.00
LIFETIME PRODUCTS INC,-109.00
URSUS TELECOM CORP,-109.05
WOODBINE PETROLEUM INC DE,-109.05
RIVERBEND INTERNATIONAL CORP,-109.12
ENCISION INC,-109.16
RUSS TOGS INC,-109.16
BURRIS INDUSTRIES INC,-109.17
FOUNTAIN POWERBOAT INDS INC,-109.19
CLEARWORKS NET INC,-109.20
BOOTS & COOTS INC,-109.25
SYNERGY BRANDS INC,-109.27
I R G TECHS INC,-109.27
CAMPANELLI INDUSTRIES INC,-109.28
TRI TECH HOLDING INC,-109.31
RAYMOND INTERNATIONAL INC DE,-109.31
SIMPLAYER COM LTD,-109.32
ARDEN INDUSTRIAL PRODUCTS INC,-109.35
BIOMERICA INC,-109.46
NOVADEL PHARMA INC,-109.48
S E D INTERNATIONAL HOLDINGS INC,-109.48
DIGIRAD CORP,-109.52
DIVERSICARE CORP OF AMERICA,-109.55
NITRON INC,-109.58
MARLIN OIL CO,-109.68
FIRST MARINER BANCORP,-109.68
H Q OFFICE SUPPLIES WHSE INC,-109.71
CHANNEL COMPANIES INC,-109.73
COMMUNITY VALLEY BANCORP,-109.81
VINTAGE ENTERPRISES INC,-109.83
RESPONSE GENETICS INC,-109.84
PHOENIX HOSIERY CO,-109.86
SPECTRAVISION INC,-109.86
AMERICAN LA FRANCE FOAMITE CORP,-109.87
WEBCO INDUSTRIES INC,-109.88
APPLEWOODS INC,-109.89
TOP BRASS ENTERPRISES INC,-109.89
I S S C INDUSTRIAL SD ST CTLS IN,-109.91
RIVIERA HOLDINGS CORP,-109.91
BAYPORT RESTAURANT GROUP INC,-109.91
MATERIAL SCIENCES CORP,-109.97
LION COUNTRY SAFARI INC,-109.97
SIMON TRANSPORTATION SVCS INC,-110.04
CELLULAR TECHNOLOGY INC,-110.08
PROLONG INTERNATIONAL CORP,-110.09
PEASE OIL & GAS CO,-110.12
GREYSTONE DIGITAL TECHNOLOGY INC,-110.23
P M R CORP,-110.25
FISCHER IMAGING CORP,-110.28
SUPRA MEDICAL CORP,-110.30
MONOCLONAL ANTIBODIES INC,-110.32
C B K AGRONOMICS INC,-110.39
RITA MEDICAL SYSTEMS INC,-110.40
KEE EXPLORATION INC,-110.43
NORD PACIFIC LTD,-110.49
CBEYOND INC,-110.52
COUNTRY STAR RESTAURANTS INC,-110.59
WOLF HOWARD B INC,-110.60
EDUCATIONAL INSIGHTS INC,-110.62
ZARING NATIONAL CORP,-110.64
MERRIMACK BANCORP INC MA,-110.65
AMERICAN NUCLEAR CORP,-110.66
PHARMCHEM INC,-110.66
CTPARTNERS EXECUTIVE SEARCH INC,-110.66
INDEPENDENT LIBERTY LIFE INS,-110.68
UNIROYAL TECHNOLOGY CORP,-110.70
TUBBYS INC,-110.73
U S SATELLITE BROADCASTING INC,-110.74
GENESISINTERMEDIA INC,-110.76
MARKET LEADER INC,-110.77
LYNCH INTERACTIVE CORP,-110.80
FIRST REGIONAL BANCORP,-110.85
BIOSHIELD TECHNOLOGIES INC,-110.86
PEOPLES TELEPHONE CO,-110.89
RAND LOGISTICS INC,-110.89
NYTRONICS INC,-110.90
INTERNATIONAL VERONEX RES LTD,-110.92
CAPITOL INDUSTRIES EMI INC,-110.93
TESDATA SYSTEMS CORP,-110.93
LANE WOOD INC,-110.98
OKLAHOMA ENERGIES CORP,-110.99
ILINC COMMUNICATIONS INC,-111.04
NEOPHOTONICS CORP,-111.06
SAVOIR TECHNOLOGY GROUP INC,-111.08
U C CORP,-111.11
COMMONWEALTH BANKSHARES INC,-111.13
VERACYTE INC,-111.19
I S I CORP,-111.22
OMARK INDUSTRIES INC,-111.23
STEELCLOUD INC,-111.39
CENTURION GOLD LTD,-111.41
PRINTRON,-111.46
ASPEN MARINE GROUP INC,-111.51
CITY STORES CO,-111.53
ATOSSA GENETICS INC,-111.57
HEARTSTREAM INC,-111.60
ELEK TEK INC,-111.65
U N A C INTERNATIONAL CORP,-111.67
JORDAN AMERICAN HOLDINGS INC,-111.72
MONITERM CORP,-111.73
SPORTSTOWN INC,-111.73
C 3 D DIGITAL INC,-111.76
SAGE DRILLING INC,-111.85
ADVANCED PHOTONIX INC,-111.85
OVERSTOCK COM INC DEL,-111.87
RIEKES S & SONS INC,-111.87
P P T VISION INC,-111.93
INSPIREMD INC,-111.99
ROCKY MOUNTAIN MINERALS INC,-111.99
EXCEL INTERFINANCIAL CORP,-111.99
B P I PACKAGING TECH INC,-112.00
ALASKA MUTUAL BANCORPORATION,-112.00
PETTIBONE CORP,-112.00
MULTI TECH CORP,-112.05
ADOBE CORP,-112.06
FRIGITEMP CORP,-112.06
FRACTAL DESIGN CORP,-112.09
UNITED THERMAL CORP,-112.12
TRISTAR CORP,-112.14
T I C INTERNATIONAL CORP,-112.16
MITEK SYSTEMS INC,-112.18
VAPOR CORP,-112.19
TAYLOR S COMPANIES INC,-112.21
TECHNISOURCE INC,-112.24
CODA ENERGY INC,-112.24
QUALSTAR CORP,-112.24
AMERICAN BILTRITE INC,-112.24
CELEBRATE EXPRESS INC,-112.25
APOLLO INDUSTRIES INC ME,-112.39
I D SYSTEMS INC,-112.39
NEOLENS INC,-112.41
CONSOLIDATED RETAIL STORES INC,-112.46
WESTERN WATER CO,-112.57
I C ISAACS AND CO INC,-112.58
ITERIS INC,-112.63
CANADIAN JAVELIN LTD,-112.70
GRAND CENTRAL INC,-112.72
SULLAIR CORP,-112.78
HOME PRODUCTS INTERNATIONAL INC,-112.78
X G TECHNOLOGY INC,-112.79
APPOINT TECHNOLOGIES INC,-112.88
ISORAY INC,-112.96
JEWELCOR INC,-112.97
BROOKLYN FEDERAL BANCORP INC,-113.00
DIGITAL ALLY INC,-113.00
ALL FOR A DOLLAR INC,-113.00
SYNDAX PHARMACEUTICALS INC,-113.01
H & S TREAT & RELEASE INC,-113.04
NATIONAL CONVENIENCE STORES INC,-113.06
D T I MEDICAL CORP,-113.12
WESPERCORP,-113.14
PHOENIX NETWORK INC,-113.14
THERMATRIX INC,-113.16
CANCER GENETICS INC,-113.18
LANDMARK COMMUNITY BANCORP INC,-113.18
UBICS INC,-113.20
TEMPEST TECHNOLOGIES INC,-113.26
VIDIKRON TECHNOLOGIES GROUP INC,-113.30
CLARKE GRAVELY CORP,-113.35
KAVANAU CORP,-113.39
A B C DISPENSING TECHS INC,-113.41
ANALYTICAL SURVEYS INC,-113.44
DOCDATA N V,-113.51
ALGOREX CORP,-113.53
ROBERDS INC,-113.53
CODENOLL TECHNOLOGY CORP,-113.54
I M T INC,-113.56
HALE SYSTEMS INC,-113.59
DIVI HOTELS N V,-113.59
HEALTH MANAGEMENT INC DEL,-113.60
NORTHERN NATIONAL CORP,-113.64
CAPSULE COMMUNICATIONS INC,-113.66
BIOFORM MEDICAL INC,-113.67
SALARY COM INC,-113.68
ESCAGENETICS CORP,-113.72
FREDERICKS HOLLYWOOD GROUP INC,-113.74
UNITED STS HOFFMAN MACHY CORP,-113.77
CREDIT MANAGEMENT SOLUTIONS INC,-113.77
VARIFLEX INC,-113.80
ZEROPLUS COM INC,-113.88
DENVER WESTERN PETROLEUM CORP,-113.93
DELCO REMY INTERNATIONAL INC,-114.02
CONSOLIDATED CANADIAN FARADAY,-114.05
W S B FINANCIAL GROUP,-114.08
ESPRIT SYSTEMS INC,-114.09
KENT FINANCIAL SERVICES INC,-114.15
HOUSTON AMERICAN ENERGY CORP,-114.16
KANE MILLER CORP,-114.22
FEMALE HEALTH CO,-114.25
CALITHERA BIOSCIENCES INC,-114.32
ROCKFORD CORPORATION,-114.32
CONSOLIDATED HEALTH CR ASSCS INC,-114.33
PAPA MURPHYS HOLDINGS INC,-114.34
DATAKEY INC,-114.41
POKERTEK INC,-114.43
M P W INDUSTRIAL SERVICES GP INC,-114.48
MOORE HANDLEY INC,-114.48
SOUTHERN MINERAL CORP,-114.49
CADO SYSTEMS CORP,-114.52
GOLDEN TRIANGLE INDUSTRIES INC,-114.54
GREAT FLORIDA BANK,-114.59
EASTEX ENERGY INC,-114.60
SORG INC,-114.62
WIRELESS RONIN TECHNOLOGIES INC,-114.67
LINC CAPITAL INC,-114.68
PARKLANE HOSIERY INC,-114.69
HAVANA ELEC RY CO,-114.70
AEROVOX CORP,-114.71
BUTTERICK CO,-114.78
IMREG INC,-114.85
HYPERFEED TECHNOLOGIES INC,-114.86
DATAVISION INC MI,-114.88
FIRST & MERCHANTS CORP,-114.90
PEDEVCO CORP,-114.91
COMPUTER TASK GROUP INC,-114.92
SINOHUB INC,-114.95
BEAUTICONTROL COSMETICS INC,-114.99
MEADOWCRAFT INC,-114.99
DUALSTAR TECHNOLOGIES CORP,-115.01
TRACE PRODUCTS,-115.03
IMOCO GATEWAY CORP,-115.12
UNIGENE LABORATORIES INC,-115.13
COLLAGEN AESTHETICS INC,-115.17
PATTON OIL CO,-115.19
AMERICAN FUEL TECHNOLOGIES INC,-115.20
ELIAS BROTHERS RESTAURANTS INC,-115.25
ADVANCED TOB PRODS INC,-115.26
BRIDGE TECHNOLOGY INC,-115.27
SILVER DINER INC,-115.28
CONTROL LASER INTERNATIONAL CORP,-115.31
R X I PHARMACEUTICALS CORP NEW,-115.32
NEW IMAGE IND INC,-115.33
I A GLOBAL INC,-115.39
BERGER HOLDINGS INC,-115.39
HERITAGE BANCORP CA,-115.43
CIPRICO INC,-115.45
COVANTA ENERGY CORP,-115.47
WATERMARC FOOD MANAGEMENT CO,-115.49
POINTER TELOCATION LTD,-115.50
ABEONA THERAPEUTICS INC,-115.53
AMERICAN RESEARCH MGMT CORP,-115.54
LO JACK CORP,-115.56
SYSTEMS CENTER INC,-115.57
BANCORP INC,-115.62
BANK OF BERMUDA,-115.62
CHERRY CORP,-115.67
DAVID JAMISON CARLYLE CORP,-115.68
VESELY COMPANY,-115.73
MERCANTILE BANCORP INC,-115.74
GTSI CORP,-115.77
SCICLONE PHARMACEUTICALS INC,-115.82
NATIONAL VIDEO CORP,-115.86
NEW CHINA HOMES LTD,-115.87
P C GROUP INC,-115.88
YUCHENG TECHNOLOGIES LTD,-115.90
CONTINENTAL MEDICAL SYSTEMS INC,-115.91
MIDWESTERN GAS TRANSMISSION CO,-115.93
DANSKIN INC,-115.97
PLASTI LINE INC,-115.97
HOSPITAL STAFFING SERVICES INC,-116.11
DATA ACCESS SYS INC,-116.14
UNITED STATES TRUCK LINES INC DE,-116.18
VICON FIBER OPTICS CP,-116.18
MEDICAL MANAGEMENT AMERICA INC,-116.24
ADVANCE DISPLAY TECHNOLOGIES INC,-116.32
TRUNKBOW INTERNATIONAL HLDGS LTD,-116.34
CORAL COMPANIES INC,-116.35
T R V MINERALS CORP,-116.38
HOME HEALTH CORP AMERICA INC,-116.43
UNIMATION INC,-116.44
CONSYGEN INC,-116.46
ORTEC INTERNATIONAL INC,-116.48
AT COMM CORP,-116.49
CENVEST INC,-116.50
COOKER RESTAURANT CORP,-116.50
JIANGBO PHARMACEUTICALS INC,-116.51
FIRSTSOUTH F A,-116.58
QUOTIENT LIMITED,-116.59
RAGEN CORP,-116.60
ARGO GROUP INTL HLDGS LTD,-116.64
HAWAII CORP,-116.69
BIOMEDICAL WASTE SYSTEMS INC,-116.70
DAIRY QUEEN STORES INC,-116.75
W I N E INC,-116.83
CRESTED CORP,-116.83
GIBRALTER EXPLORATION LTD,-116.83
AMERICAN FIRST CORP OKLA,-116.85
CYTOSORBENTS CORP,-116.89
LECROY CORP,-116.91
FIBRONICS INTERNATIONAL INC,-116.98
JUST TOYS INC,-117.10
SYNBIOTICS CORP,-117.11
INFORMATION DISPLAYS INC,-117.12
FIRST NATIONAL SUPERMARKETS INC,-117.16
E N S R CORP,-117.22
M G PRODUCTS INC,-117.22
HUMAN PHEROMONE SCIENCES INC,-117.22
TOASTMASTER INC,-117.27
JUDGE GROUP INC,-117.32
R D O EQUIPMENT CO,-117.34
AMERICAN FILM TECHNOLOGIES INC,-117.37
CORRPRO COS INC,-117.38
DORIC CORP,-117.41
LONE STAR CASINO CORP,-117.42
REDDI BRAKE SUPPLY CORP,-117.43
SIGNAL APPAREL CO INC,-117.44
MIKASA INC,-117.53
VIDEONICS INC,-117.54
TELEMINE INC,-117.57
PREMIER RESOURCES LTD COLORADO,-117.57
AMERICAN BANK NT HGRHCS INC DEL,-117.58
BLONDER TONGUE LABORATORIES INC,-117.60
DALLAS OIL & MINERALS INC,-117.60
V M S MORTGAGE INVS L P,-117.62
PARKER AUTOMOTIVE CORP,-117.69
FIRST COMMERCIAL BANCORP INC,-117.73
GEMCRAFT INC,-117.74
AMTECH SYSTEMS INC,-117.75
CRYSTAL ROCK HOLDINGS INC,-117.82
SONDERLING BROADCASTING CORP,-117.82
LAMA TONY INC,-117.86
AMERICAN MONITOR CORP,-117.90
TELENETICS CORP,-117.94
PRESIDENTIAL AIRWAYS,-117.97
PRECIOUS METALS HLDGS INC,-117.98
LEGG MASON INC,-117.99
WARDELL CORP,-118.15
CHICAGO & EASTN ILL RY CO,-118.15
LIQUENT INC,-118.27
BIO PATH HOLDINGS INC,-118.29
SUMTOTAL SYSTEMS INC,-118.35
VICTOR GRAPHIC SYS INC,-118.35
SONEX RESEARCH INC,-118.39
SKYMALL INC,-118.44
WESTCHESTER CORP,-118.47
PENINSULA RESOURCES CORP,-118.47
MUSTO EXPLORATIONS LTD,-118.54
HOME CHOICE HOLDINGS INC,-118.57
BRANDPARTNERS GROUP INC,-118.59
ALLICO CORP,-118.60
FED MART CORP,-118.61
SOUTHERN COMMUNITY FINCL CORP,-118.63
INTEGRATED BARTER INTL INC,-118.64
AMIRA NATURE FOODS LTD,-118.67
ONEITA INDUSTRIES INC,-118.72
MICHAEL ANTHONY JEWELERS INC,-118.74
MINERAL DEVELOPMENT INC,-118.84
AUTOTROL CORP,-118.88
ARACCA PETROLEUM CORP,-118.94
VOCERA COMMUNICATIONS INC,-119.06
THIRD AVE TRAN CORP,-119.13
NATIONAL HOME CENTERS INC,-119.13
ENDOSONICS CORP,-119.13
AVALON PHARMACEUTICALS INC,-119.13
SOUTHWEST LEASING CORP,-119.16
ARATANA THERAPEUTICS INC,-119.22
R T W INC,-119.23
ARDMORE SHIPPING CORP,-119.26
STANDARD INVESTING CORP,-119.28
YUHE INTERNATIONAL INC,-119.31
DOLLAR TIME GROUP INC,-119.32
GALAXY CARPET MLS INC,-119.32
V L P S LIGHTING SVCS INTL INC,-119.34
ALPINE GROUP INC,-119.35
INTERNATIONAL TOTAL SERVICES INC,-119.35
TELCO MARKETING SVCS INC,-119.37
LION BIOTECHNOLOGIES INC,-119.42
N E I CORP,-119.49
S T M WIRELESS INC,-119.51
MITCHAM INDUSTRIES INC,-119.58
ORSUS XELENT TECHNOLOGIES INC,-119.64
KNIGHT ROYALTY CORP,-119.65
P A B BANKSHARES INC,-119.67
MOON MTR CAR CO,-119.70
GLOBAL LIGHT TELECOM INC,-119.71
PACIFIC COAST MED ENTERPRISES,-119.80
REDACTRON CORP,-119.82
